transaction_id,customer_id,product_id,quantity,total_amount,transaction_date,payment_method,store_type
TRX008667,443,632,5,846.51,2022-08-06,Cash,Physical Store
TRX008668,350,254,3,163.09,2022-04-04,Cash,Physical Store
TRX008669,304,719,8,973.73,2023-11-05,PayPal,Physical Store
TRX008670,977,324,7,489.23,2021-09-09,Credit Card,Online
TRX008671,413,245,5,196.18,2022-05-18,Cash,Physical Store
TRX008672,633,388,2,844.2,2023-07-27,Cash,Online
TRX008673,992,62,1,521.31,2020-01-05,Cash,Physical Store
TRX008674,654,362,7,-899.44,2022-03-26,Debit Card,Online
TRX008675,608,932,5,104.07,2022-06-11,Debit Card,Physical Store
TRX008676,303,290,8,394.62,2022-02-12,Credit Card,Physical Store
TRX008677,185,740,6,945.93,2021-08-08,Cash,Online
TRX008678,815,677,6,648.54,2022-12-17,Cash,Physical Store
TRX008679,97,543,8,605.12,,Debit Card,Physical Store
TRX008680,65,218,3,384.73,2020-04-08,PayPal,Physical Store
TRX008681,735,235,7,756.5,2020-01-12,Credit Card,Physical Store
TRX008682,567,404,6,512.79,2020-11-30,Cash,Online
TRX008683,900,485,4,250.44,2023-04-11,Credit Card,Online
TRX008684,347,322,6,256.03,2020-07-29,Debit Card,Online
TRX008685,535,665,1,180.53,2021-03-08,Credit Card,Online
TRX008686,177,404,3,507.07,2020-04-27,Credit Card,Physical Store
TRX008687,252,861,3,732.48,2021-02-01,Debit Card,Online
TRX008688,543,613,5,425.38,2021-12-16,Cash,Online
TRX008689,451,839,5,623.34,2023-07-01,Cash,Online
TRX008690,881,725,4,698.94,2023-12-18,Cash,Online
TRX008691,163,153,7,895.05,2023-03-27,PayPal,Physical Store
TRX008692,269,214,9,836.65,2023-05-09,Cash,Online
TRX008693,809,776,6,909.06,2022-06-04,Debit Card,Physical Store
TRX008694,375,111,2,450.52,2023-02-27,Cash,Physical Store
TRX008695,701,220,2,432.48,2021-05-31,Debit Card,Online
TRX008696,194,953,7,240.38,2023-12-24,Bank Transfer,Physical Store
TRX008697,189,160,4,809.9,2020-10-03,Debit Card,Online
TRX008698,430,698,2,921.05,2023-07-24,Cash,Online
TRX008699,557,585,9,828.23,2023-07-22,PayPal,Online
TRX008700,153,45,6,-287.41,2020-03-16,Bank Transfer,Online
TRX008701,410,669,1,293.27,2021-02-16,Cash,Online
TRX008702,161,841,2,710.22,2021-04-04,PayPal,Physical Store
TRX008703,659,27,6,505.5,2021-07-11,Credit Card,Online
TRX008704,514,325,4,241.05,2023-03-26,Debit Card,Online
TRX008705,772,778,3,707.57,2023-08-03,Debit Card,Online
TRX008706,556,2,6,106.68,2022-04-16,PayPal,Physical Store
TRX008707,558,816,8,198.39,2021-08-19,Debit Card,Physical Store
TRX008708,206,568,1,721.34,2022-01-22,Credit Card,Physical Store
TRX008709,506,299,7,306.21,2023-05-03,Credit Card,Online
TRX008710,226,596,8,-729.06,2021-07-07,PayPal,Online
TRX008711,15,108,6,205.06,2020-03-23,Cash,Online
TRX008712,823,485,2,844.99,2022-07-25,PayPal,Online
TRX008713,130,333,5,805.22,2023-11-26,Bank Transfer,Physical Store
TRX008714,358,327,1,323.07,2020-11-27,PayPal,Online
TRX008715,914,906,1,937.34,2022-02-25,Cash,Online
TRX008716,852,941,4,469.63,2022-04-03,Bank Transfer,Physical Store
TRX008717,130,975,9,342.77,2023-11-25,Credit Card,Physical Store
TRX008718,251,802,9,537.48,2020-09-08,Debit Card,Online
TRX008719,269,977,6,703.72,2023-04-26,Credit Card,Online
TRX008720,813,502,1,-93.06,2022-03-23,PayPal,Online
TRX008721,636,572,1,461.17,2022-08-31,Bank Transfer,Online
TRX008722,620,562,10,991.52,2022-07-14,Debit Card,Online
TRX008723,988,441,10,26.88,2023-12-19,Credit Card,Physical Store
TRX008724,737,640,1,334.97,2020-04-23,Debit Card,Online
TRX008725,37,988,4,916.7,2020-09-23,Debit Card,Physical Store
TRX008726,637,543,10,612.18,2022-04-24,Cash,Physical Store
TRX008727,9,132,2,339.9,2022-11-29,Debit Card,Online
TRX008728,138,725,9,205.65,2020-09-30,Bank Transfer,Physical Store
TRX008729,846,21,3,87.67,2022-11-23,Credit Card,Physical Store
TRX008730,495,435,9,520.84,2020-07-19,PayPal,Physical Store
TRX008731,324,190,2,868.39,2022-01-20,Cash,Physical Store
TRX008732,508,281,8,913.42,2021-10-03,Cash,Online
TRX008733,378,402,5,275.36,2023-08-30,Credit Card,Online
TRX008734,621,855,4,555.8,2023-07-29,Bank Transfer,Online
TRX008735,947,652,9,50.66,2022-08-31,Bank Transfer,Online
TRX008736,254,406,8,946.34,2022-06-02,Cash,Online
TRX008737,667,583,1,510.75,2020-09-11,Debit Card,Physical Store
TRX008738,149,556,1,333.41,2022-06-24,Debit Card,Physical Store
TRX008739,481,21,6,803.01,2023-09-17,Cash,Online
TRX008740,911,487,4,41.25,2020-09-23,Cash,Physical Store
TRX008741,735,56,10,744.63,2020-11-24,Cash,Online
TRX008742,985,432,5,922.25,2023-06-17,Bank Transfer,Online
TRX008743,391,366,1,543.57,2022-08-14,PayPal,Physical Store
TRX008744,390,719,6,624.09,2022-11-27,Debit Card,Physical Store
TRX008745,857,265,3,-379.07,2020-01-07,Credit Card,Online
TRX008746,629,562,8,485.14,2021-11-26,PayPal,Physical Store
TRX008747,686,987,6,111.58,2020-01-13,Bank Transfer,Physical Store
TRX008748,554,19,1,837.01,2021-10-20,Debit Card,Physical Store
TRX008749,994,736,6,879.58,2023-12-31,Credit Card,Online
TRX008750,327,724,5,605.98,2020-09-23,Cash,Physical Store
TRX008751,79,5,10,980.13,2021-02-04,Credit Card,Online
TRX008752,934,802,6,691.7,2023-06-22,Debit Card,Online
TRX008753,631,712,5,162.05,2020-05-17,Cash,Physical Store
TRX008754,679,125,10,162.5,2023-01-30,Cash,Online
TRX008755,974,67,8,287.11,2022-06-10,Debit Card,Online
TRX008756,499,511,3,499.11,2021-03-08,Debit Card,Online
TRX008757,694,867,6,617.6,2021-10-31,PayPal,Online
TRX008758,554,900,8,165.96,2023-04-12,Credit Card,Online
TRX008759,226,924,3,941.94,2023-07-05,PayPal,Online
TRX008760,203,768,4,-540.49,2021-02-11,PayPal,Physical Store
TRX008761,251,253,3,994.11,2021-09-01,Cash,Online
TRX008762,714,325,6,590.62,2021-11-29,Bank Transfer,Physical Store
TRX008763,840,717,8,265.32,2023-08-28,Credit Card,Physical Store
TRX008764,177,862,8,-874.23,2021-03-19,Cash,Online
TRX008765,896,563,10,790.88,2022-05-05,Credit Card,Online
TRX008766,650,295,1,926.97,2022-11-25,Cash,Online
TRX008767,285,685,5,711.71,2020-07-04,Debit Card,Physical Store
TRX008768,103,92,8,620.41,2020-04-12,Debit Card,Physical Store
TRX008769,706,35,5,203.09,2022-03-06,Cash,Physical Store
TRX008770,941,885,1,821.7,2023-12-01,Debit Card,Physical Store
TRX008771,980,907,3,849.3,2022-06-18,Credit Card,Physical Store
TRX008772,417,145,10,777.31,2022-08-02,Cash,Physical Store
TRX008773,706,338,9,351.96,2020-08-11,Credit Card,Online
TRX008774,127,885,9,954.89,2023-12-17,Debit Card,Online
TRX008775,10,796,6,992.53,2021-09-22,Credit Card,Physical Store
TRX008776,406,380,1,439.44,2020-06-21,Debit Card,Physical Store
TRX008777,214,119,2,858.07,2022-10-25,PayPal,Physical Store
TRX008778,100,609,7,768.57,2020-05-17,PayPal,Physical Store
TRX008779,896,313,8,707.19,2022-08-06,PayPal,Physical Store
TRX008780,708,560,10,112.14,2020-04-06,Bank Transfer,Physical Store
TRX008781,732,660,10,719.05,2022-09-19,PayPal,Physical Store
TRX008782,596,217,3,816.68,2021-06-05,Cash,Online
TRX008783,89,906,4,620.36,2022-05-06,Debit Card,Physical Store
TRX008784,377,885,2,426.2,2023-06-01,PayPal,Online
TRX008785,917,538,1,355.48,2021-06-25,PayPal,Physical Store
TRX008786,428,331,9,606.97,2023-09-11,Credit Card,Physical Store
TRX008787,616,424,9,-223.27,2021-03-27,PayPal,Physical Store
TRX008788,549,938,6,832.71,2022-03-05,Cash,Online
TRX008789,719,441,3,665.1,2021-05-09,Credit Card,Physical Store
TRX008790,38,661,2,476.03,2023-05-21,Credit Card,Physical Store
TRX008791,489,321,3,795.17,2023-11-09,Credit Card,Physical Store
TRX008792,69,418,8,345.28,2021-11-11,Debit Card,Physical Store
TRX008793,537,908,9,641.76,2023-12-05,Credit Card,Physical Store
TRX008794,332,565,8,280.35,2021-12-18,PayPal,Physical Store
TRX008795,507,305,3,182.96,2020-08-14,PayPal,Physical Store
TRX008796,71,956,4,455.36,2021-08-20,Cash,Physical Store
TRX008797,987,150,2,176.26,2021-11-09,Bank Transfer,Online
TRX008798,313,766,6,275.63,2020-03-28,PayPal,Online
TRX008799,643,792,7,136.12,2021-04-01,Bank Transfer,Physical Store
TRX008800,651,63,2,954.23,2023-06-03,Bank Transfer,Physical Store
TRX008801,997,541,6,439.45,2021-11-18,Cash,Physical Store
TRX008802,733,32,10,809.09,2021-04-11,Debit Card,Physical Store
TRX008803,426,379,7,786.37,2023-05-22,PayPal,Online
TRX008804,127,742,2,74.8,2021-07-08,Debit Card,Online
TRX008805,993,597,4,-630.38,2020-12-02,Cash,Physical Store
TRX008806,376,579,5,877.24,2020-07-26,Cash,Physical Store
TRX008807,380,996,10,137.03,2023-10-21,Cash,Physical Store
TRX008808,356,399,9,98.88,2023-12-07,Debit Card,Physical Store
TRX008809,348,949,2,234.85,2023-11-15,Cash,Physical Store
TRX008810,343,626,4,506.56,2020-09-13,Bank Transfer,Physical Store
TRX008811,194,625,9,576.83,2020-04-16,Bank Transfer,Online
TRX008812,109,679,2,987.74,2023-05-26,PayPal,Physical Store
TRX008813,951,362,7,884.21,,Credit Card,Online
TRX008814,302,692,7,217.74,2021-12-02,Cash,Physical Store
TRX008815,233,25,7,100.37,2020-07-27,Credit Card,Online
TRX008816,453,401,6,696.9,2022-01-30,Debit Card,Physical Store
TRX008817,673,763,2,462.33,2022-04-10,Bank Transfer,Physical Store
TRX008818,709,549,6,304.4,2020-10-12,Debit Card,Physical Store
TRX008819,725,773,6,607.9,2020-03-18,Cash,Online
TRX008820,788,433,8,304.43,2023-09-11,Debit Card,Online
TRX008821,57,300,6,330.47,2023-08-09,Debit Card,Online
TRX008822,13,869,4,710.41,2021-07-19,Cash,Physical Store
TRX008823,331,396,1,193.55,2023-06-09,Bank Transfer,Online
TRX008824,992,474,8,367.72,2022-12-06,Cash,Online
TRX008825,115,552,4,766.24,2021-01-04,PayPal,Physical Store
TRX008826,576,337,6,597.49,2023-11-05,Cash,Physical Store
TRX008827,856,173,5,955.35,2023-12-08,Credit Card,Physical Store
TRX008828,172,813,6,731.84,2021-10-14,Credit Card,Online
TRX008829,821,294,1,523.82,2023-01-03,Credit Card,Online
TRX008830,993,83,6,-64.93,2020-09-01,Debit Card,Physical Store
TRX008831,709,832,2,557.15,,Credit Card,Physical Store
TRX008832,704,38,8,995.4,2023-10-27,Credit Card,Online
TRX008833,397,396,2,503.59,2021-01-24,Cash,Online
TRX008834,61,197,4,516.39,2023-08-02,Debit Card,Physical Store
TRX008835,938,149,6,862.81,2020-04-08,Debit Card,Physical Store
TRX008836,314,644,3,494.62,2022-06-04,Debit Card,Online
TRX008837,664,425,6,486.07,2021-03-19,Debit Card,Physical Store
TRX008838,263,994,5,842.86,2022-09-01,Bank Transfer,Online
TRX008839,228,39,8,718.85,2022-12-02,PayPal,Physical Store
TRX008840,906,600,8,821.75,2022-09-29,Credit Card,Online
TRX008841,732,28,5,-521.91,2021-09-09,Bank Transfer,Online
TRX008842,738,627,8,106.49,2020-06-09,Bank Transfer,Online
TRX008843,424,940,2,438.27,2020-03-13,Credit Card,Physical Store
TRX008844,867,838,9,486.4,2021-04-04,Bank Transfer,Online
TRX008845,142,961,5,81.54,2022-08-16,PayPal,Online
TRX008846,701,320,6,270.89,2022-05-23,Bank Transfer,Physical Store
TRX008847,916,734,5,974.74,2020-04-07,Cash,Online
TRX008848,302,896,8,364.59,2021-01-02,Bank Transfer,Physical Store
TRX008849,336,250,7,412.52,2023-11-25,Bank Transfer,Online
TRX008850,385,621,6,403.37,2021-04-19,Cash,Physical Store
TRX008851,451,578,8,-470.9,2020-01-22,PayPal,Online
TRX008852,116,702,2,422.1,2020-05-05,Credit Card,Physical Store
TRX008853,383,26,9,886.96,2023-05-18,PayPal,Physical Store
TRX008854,624,220,10,799.69,2021-09-04,Bank Transfer,Physical Store
TRX008855,465,873,4,822.12,2022-06-23,PayPal,Online
TRX008856,459,549,5,74.64,2023-03-25,Bank Transfer,Physical Store
TRX008857,957,489,1,150.13,2022-12-26,Bank Transfer,Online
TRX008858,475,976,1,55.46,2020-08-03,Bank Transfer,Online
TRX008859,578,469,4,690.66,2021-09-29,Bank Transfer,Physical Store
TRX008860,443,917,3,163.31,2021-11-29,Debit Card,Physical Store
TRX008861,764,190,10,578.67,2023-03-22,Debit Card,Physical Store
TRX008862,603,624,9,326.47,2021-02-15,Bank Transfer,Online
TRX008863,9,222,6,826.25,2022-05-25,PayPal,Online
TRX008864,537,923,2,684.38,2021-03-10,Bank Transfer,Physical Store
TRX008865,494,271,3,-613.77,2021-05-22,Bank Transfer,Online
TRX008866,566,336,3,79.26,2023-06-08,Credit Card,Physical Store
TRX008867,20,597,2,234.14,2021-07-13,Debit Card,Physical Store
TRX008868,212,805,5,121.15,2022-07-29,Bank Transfer,Online
TRX008869,324,886,8,597.63,2020-01-24,PayPal,Physical Store
TRX008870,70,653,9,727.51,2023-01-04,Cash,Online
TRX008871,541,884,7,375.8,2021-12-31,Cash,Physical Store
TRX008872,768,553,4,397.3,2022-09-29,Debit Card,Physical Store
TRX008873,65,780,2,917.4,2021-09-22,Credit Card,Physical Store
TRX008874,225,795,7,657.62,2023-03-19,Credit Card,Physical Store
TRX008875,12,25,5,426.36,2023-10-09,Credit Card,Online
TRX008876,923,442,9,876.41,2022-03-10,Debit Card,Online
TRX008877,570,136,3,330.33,2022-06-11,PayPal,Online
TRX008878,474,659,3,76.36,2020-02-10,Debit Card,Physical Store
TRX008879,250,471,2,436.11,2021-05-28,Cash,Online
TRX008880,558,186,4,218.39,2020-10-08,Credit Card,Physical Store
TRX008881,933,190,1,876.95,2020-01-22,PayPal,Physical Store
TRX008882,587,203,10,497.88,2023-07-04,Debit Card,Online
TRX008883,537,865,10,220.07,,Debit Card,Physical Store
TRX008884,384,598,10,12.13,2020-05-20,Credit Card,Online
TRX008885,948,795,9,433.95,2021-06-19,Credit Card,Online
TRX008886,254,95,7,523.5,2020-04-22,Bank Transfer,Physical Store
TRX008887,970,724,8,496.53,2023-10-04,Cash,Online
TRX008888,24,753,9,185.27,2020-06-12,PayPal,Online
TRX008889,924,28,2,856.16,2021-11-08,Cash,Online
TRX008890,745,478,2,387.61,2022-01-17,Debit Card,Physical Store
TRX008891,831,141,9,479.46,2020-03-15,Credit Card,Physical Store
TRX008892,823,178,5,349.13,2021-06-19,Cash,Online
TRX008893,402,923,8,415.85,,PayPal,Physical Store
TRX008894,914,247,10,10.13,2020-10-31,Bank Transfer,Physical Store
TRX008895,464,646,1,318.09,2022-05-28,Cash,Physical Store
TRX008896,506,917,2,600.12,2020-01-24,PayPal,Physical Store
TRX008897,798,248,4,357.3,2022-07-11,PayPal,Physical Store
TRX008898,214,778,8,942.04,2023-05-16,Debit Card,Physical Store
TRX008899,283,65,7,473.06,2023-12-26,Cash,Physical Store
TRX008900,471,674,7,331.39,2021-05-22,Credit Card,Physical Store
TRX008901,234,604,10,389.17,2022-07-25,Cash,Online
TRX008902,511,326,7,268.85,2023-03-13,Debit Card,Physical Store
TRX008903,186,479,9,896.32,2021-04-18,PayPal,Physical Store
TRX008904,768,136,9,569.8,2022-03-08,PayPal,Physical Store
TRX008905,443,722,8,763.72,2023-07-30,Debit Card,Physical Store
TRX008906,609,316,4,248.34,2021-01-28,Cash,Online
TRX008907,783,16,7,540.08,2021-12-11,Cash,Physical Store
TRX008908,506,125,6,186.27,2023-02-26,Cash,Online
TRX008909,710,11,7,523.81,2022-05-07,Cash,Online
TRX008910,358,711,1,944.39,2023-09-09,Debit Card,Physical Store
TRX008911,629,779,9,942.8,2023-06-25,Credit Card,Online
TRX008912,337,596,9,689.56,2022-01-05,PayPal,Physical Store
TRX008913,820,685,5,905.04,2023-05-06,Credit Card,Physical Store
TRX008914,488,724,1,113.57,2023-02-23,Bank Transfer,Online
TRX008915,320,851,6,930.49,2020-06-23,Debit Card,Online
TRX008916,550,718,2,180.04,2022-04-24,Cash,Physical Store
TRX008917,852,411,4,-81.51,2021-03-02,Credit Card,Online
TRX008918,447,753,3,757.31,2023-03-17,PayPal,Online
TRX008919,430,588,9,-480.93,2022-04-27,Credit Card,Physical Store
TRX008920,853,849,2,895.88,2020-06-14,Credit Card,Physical Store
TRX008921,439,997,1,279.43,2022-09-28,Cash,Online
TRX008922,962,214,1,785.37,2021-07-05,PayPal,Physical Store
TRX008923,914,600,2,-300.36,2023-07-02,PayPal,Physical Store
TRX008924,143,242,3,168.4,2020-01-12,Debit Card,Online
TRX008925,646,227,1,375.57,2022-02-23,Debit Card,Online
TRX008926,54,924,9,818.94,2021-07-11,Bank Transfer,Online
TRX008927,110,495,10,246.69,2021-02-26,Credit Card,Online
TRX008928,394,731,3,551.3,2023-02-16,Bank Transfer,Online
TRX008929,197,328,2,621.82,2020-07-06,Credit Card,Online
TRX008930,781,120,7,178.99,2021-01-02,Debit Card,Online
TRX008931,441,421,4,642.75,2023-09-29,Debit Card,Online
TRX008932,820,268,6,239.09,2023-02-25,PayPal,Online
TRX008933,80,769,4,585.19,2021-08-06,Debit Card,Online
TRX008934,8,211,4,400.59,2020-12-27,Credit Card,Online
TRX008935,79,343,5,369.86,2020-10-18,Credit Card,Physical Store
TRX008936,794,688,3,518.58,2021-07-27,Cash,Physical Store
TRX008937,967,516,2,44.17,2020-11-22,Debit Card,Physical Store
TRX008938,338,502,4,317.39,2020-03-13,Cash,Physical Store
TRX008939,50,104,7,823.83,2021-12-11,PayPal,Online
TRX008940,232,823,7,973.74,2020-10-15,Debit Card,Online
TRX008941,321,534,5,668.93,2023-10-15,Debit Card,Online
TRX008942,398,492,7,532.0,2021-04-06,PayPal,Physical Store
TRX008943,321,959,1,344.59,2023-06-27,Cash,Online
TRX008944,340,418,9,392.37,2020-06-26,Cash,Online
TRX008945,310,553,3,808.86,2020-10-05,Credit Card,Physical Store
TRX008946,548,981,5,299.72,,Credit Card,Physical Store
TRX008947,320,535,4,703.72,2021-04-10,Debit Card,Physical Store
TRX008948,804,312,6,83.83,2023-08-25,Credit Card,Physical Store
TRX008949,720,523,10,191.14,2020-02-16,PayPal,Online
TRX008950,292,113,3,123.29,2020-01-04,Credit Card,Online
TRX008951,268,876,2,582.81,2023-02-27,Debit Card,Physical Store
TRX008952,374,971,5,486.45,2023-03-05,PayPal,Physical Store
TRX008953,101,21,5,31.89,2021-10-03,PayPal,Physical Store
TRX008954,531,550,8,224.62,2023-01-23,PayPal,Physical Store
TRX008955,569,966,7,33.71,,Bank Transfer,Online
TRX008956,347,345,10,368.43,2023-12-31,Credit Card,Online
TRX008957,94,82,10,82.9,2021-07-07,PayPal,Online
TRX008958,867,784,8,769.22,2020-04-23,PayPal,Online
TRX008959,842,311,7,823.8,2020-04-24,PayPal,Online
TRX008960,476,388,6,296.77,2022-10-03,Cash,Online
TRX008961,652,365,6,266.81,2021-07-13,PayPal,Physical Store
TRX008962,705,454,7,760.75,,PayPal,Online
TRX008963,463,353,5,451.73,2021-05-11,Debit Card,Physical Store
TRX008964,98,1,3,984.22,2023-12-30,Bank Transfer,Online
TRX008965,931,711,3,147.51,2020-03-17,Debit Card,Physical Store
TRX008966,384,982,3,819.53,2020-05-27,PayPal,Physical Store
TRX008967,241,883,5,984.75,2023-06-23,Cash,Online
TRX008968,187,213,7,678.43,2023-09-05,PayPal,Physical Store
TRX008969,66,732,3,663.39,2020-04-18,Credit Card,Physical Store
TRX008970,904,261,4,392.92,2023-01-15,Bank Transfer,Physical Store
TRX008971,44,162,9,691.97,2021-12-15,Cash,Online
TRX008972,301,567,6,152.89,2022-12-16,PayPal,Physical Store
TRX008973,123,269,1,771.5,2023-08-29,Credit Card,Physical Store
TRX008974,85,117,5,928.97,2022-11-26,Bank Transfer,Physical Store
TRX008975,42,433,5,395.4,2020-07-25,PayPal,Online
TRX008976,69,442,1,887.94,2021-11-07,Debit Card,Physical Store
TRX008977,899,142,7,205.59,2023-10-10,Cash,Physical Store
TRX008978,91,619,3,353.5,2022-10-22,Debit Card,Physical Store
TRX008979,978,785,9,87.44,2022-07-14,Cash,Online
TRX008980,538,44,1,219.09,2023-08-08,PayPal,Online
TRX008981,689,643,3,559.38,2022-08-24,PayPal,Online
TRX008982,620,865,2,75.45,2022-06-06,PayPal,Online
TRX008983,752,42,8,438.14,2020-05-11,Bank Transfer,Online
TRX008984,690,191,8,577.55,2022-08-23,Bank Transfer,Online
TRX008985,124,375,7,813.4,2023-08-17,Bank Transfer,Physical Store
TRX008986,356,481,8,149.69,2023-03-25,Bank Transfer,Physical Store
TRX008987,516,508,8,909.17,2022-02-18,Cash,Online
TRX008988,692,270,5,196.85,2021-03-24,Credit Card,Online
TRX008989,749,635,1,870.78,2021-05-09,Bank Transfer,Physical Store
TRX008990,741,230,3,420.95,2021-10-23,Cash,Physical Store
TRX008991,846,190,4,65.41,2020-05-19,Debit Card,Physical Store
TRX008992,193,323,5,462.33,2023-09-28,Credit Card,Online
TRX008993,632,242,4,820.08,2020-01-26,Debit Card,Physical Store
TRX008994,706,276,6,155.27,2021-02-04,Bank Transfer,Online
TRX008995,742,994,10,505.99,2021-11-01,Cash,Online
TRX008996,974,495,3,276.0,2023-12-06,PayPal,Physical Store
TRX008997,922,292,2,183.57,2021-09-23,Credit Card,Online
TRX008998,344,241,8,179.6,2022-06-26,Credit Card,Online
TRX008999,719,71,6,174.28,2020-11-04,Debit Card,Physical Store
TRX009000,589,47,5,205.91,2023-04-26,Bank Transfer,Online
TRX009001,527,55,2,307.46,2021-04-23,Bank Transfer,Online
TRX009002,409,776,8,208.31,2021-11-27,Debit Card,Online
TRX009003,488,51,4,816.96,2023-08-08,Credit Card,Physical Store
TRX009004,787,246,6,458.71,2020-04-28,Credit Card,Online
TRX009005,91,121,6,117.12,2020-05-29,Credit Card,Online
TRX009006,991,894,4,185.6,2022-07-24,PayPal,Physical Store
TRX009007,693,685,10,408.76,2022-02-09,Credit Card,Physical Store
TRX009008,469,674,2,938.2,2022-03-24,Bank Transfer,Physical Store
TRX009009,380,758,7,519.34,2020-08-23,Cash,Physical Store
TRX009010,893,121,9,-590.92,2022-05-03,Cash,Physical Store
TRX009011,905,10,10,991.58,2020-05-10,Bank Transfer,Physical Store
TRX009012,945,143,6,807.9,2023-06-01,PayPal,Online
TRX009013,26,186,2,617.05,2022-03-16,Cash,Online
TRX009014,353,135,6,256.36,2022-02-27,Debit Card,Physical Store
TRX009015,664,765,10,914.79,2022-08-17,Debit Card,Online
TRX009016,877,853,5,748.39,2022-03-06,Debit Card,Physical Store
TRX009017,959,968,9,753.44,2023-12-05,Debit Card,Physical Store
TRX009018,4,530,10,416.27,2020-06-01,Cash,Physical Store
TRX009019,136,564,3,320.18,2020-06-13,Debit Card,Online
TRX009020,208,729,6,858.82,2022-07-29,Cash,Online
TRX009021,654,118,10,962.88,2022-10-23,Credit Card,Physical Store
TRX009022,499,239,8,944.09,2023-11-20,PayPal,Physical Store
TRX009023,660,745,9,-891.65,2023-02-06,Debit Card,Physical Store
TRX009024,109,742,3,855.19,2023-08-22,Debit Card,Online
TRX009025,614,690,6,34.82,,Cash,Online
TRX009026,530,550,9,227.1,2023-06-30,Bank Transfer,Online
TRX009027,157,279,1,-571.89,2022-11-28,Cash,Online
TRX009028,115,579,10,528.15,2021-05-21,Bank Transfer,Online
TRX009029,669,516,5,318.4,2023-10-24,PayPal,Physical Store
TRX009030,175,456,1,643.91,2021-12-15,Credit Card,Physical Store
TRX009031,975,783,9,585.45,2023-06-25,PayPal,Physical Store
TRX009032,936,496,7,994.31,2020-04-06,PayPal,Online
TRX009033,916,842,4,906.91,2022-07-12,PayPal,Online
TRX009034,865,945,7,310.62,2021-09-16,Credit Card,Physical Store
TRX009035,170,128,7,512.92,2020-06-17,Cash,Online
TRX009036,10,733,5,369.85,2023-01-29,Debit Card,Physical Store
TRX009037,929,216,10,-445.35,2021-02-12,Credit Card,Physical Store
TRX009038,243,221,6,298.72,2022-04-14,Credit Card,Online
TRX009039,175,59,2,401.8,2022-08-01,Cash,Physical Store
TRX009040,240,55,9,933.36,2020-08-05,Bank Transfer,Physical Store
TRX009041,213,72,10,889.02,2020-12-24,Cash,Physical Store
TRX009042,373,325,2,964.5,2022-04-23,PayPal,Physical Store
TRX009043,186,39,6,754.52,2023-02-01,Bank Transfer,Physical Store
TRX009044,815,797,8,147.54,2020-11-03,PayPal,Physical Store
TRX009045,393,293,1,342.24,2022-12-11,Debit Card,Physical Store
TRX009046,91,264,2,773.6,2020-08-20,Cash,Physical Store
TRX009047,117,239,7,409.35,2022-05-11,Debit Card,Online
TRX009048,847,50,2,521.42,2023-09-28,Debit Card,Physical Store
TRX009049,952,183,8,491.32,2021-02-24,Bank Transfer,Online
TRX009050,409,692,6,792.43,2020-11-07,Credit Card,Online
TRX009051,371,439,7,135.39,2023-09-21,Debit Card,Online
TRX009052,959,469,9,201.93,2022-09-28,Debit Card,Online
TRX009053,943,112,4,408.45,2021-09-21,PayPal,Online
TRX009054,518,550,4,365.73,2023-05-05,Debit Card,Online
TRX009055,505,68,5,923.57,2023-02-24,Credit Card,Online
TRX009056,218,98,1,532.87,2020-03-27,Debit Card,Physical Store
TRX009057,224,118,2,211.0,2022-06-22,PayPal,Physical Store
TRX009058,222,995,3,495.95,2020-01-29,Credit Card,Online
TRX009059,272,127,3,305.51,2021-03-28,PayPal,Online
TRX009060,879,388,2,586.21,2021-01-22,Credit Card,Physical Store
TRX009061,280,926,10,367.2,2021-09-10,PayPal,Online
TRX009062,423,516,6,301.81,2021-02-28,Credit Card,Online
TRX009063,430,832,8,286.31,2021-11-26,Cash,Physical Store
TRX009064,869,4,6,77.79,2023-03-12,Cash,Physical Store
TRX009065,256,984,1,-99.65,2023-12-19,PayPal,Online
TRX009066,799,992,10,440.75,2020-03-27,Cash,Physical Store
TRX009067,847,208,5,193.25,2023-03-13,Debit Card,Physical Store
TRX009068,196,998,4,104.99,2021-08-25,Bank Transfer,Online
TRX009069,790,683,10,849.18,2020-09-05,Debit Card,Online
TRX009070,677,745,3,768.43,2022-08-04,PayPal,Physical Store
TRX009071,582,287,10,85.96,2023-06-06,Cash,Online
TRX009072,527,915,6,230.12,2023-08-01,Credit Card,Online
TRX009073,277,722,7,465.84,2021-01-26,Credit Card,Online
TRX009074,807,745,5,16.83,2023-07-29,Bank Transfer,Physical Store
TRX009075,10,659,1,-932.54,2020-12-31,Bank Transfer,Physical Store
TRX009076,614,918,10,955.53,2023-08-23,PayPal,Physical Store
TRX009077,7,847,2,986.73,2022-12-19,Bank Transfer,Online
TRX009078,686,118,4,447.15,2023-10-02,PayPal,Physical Store
TRX009079,441,667,5,-20.18,2022-10-25,Credit Card,Online
TRX009080,774,972,9,769.52,2022-04-22,Cash,Physical Store
TRX009081,922,437,10,113.8,2021-06-21,Debit Card,Online
TRX009082,357,303,3,591.88,2022-08-08,Debit Card,Online
TRX009083,609,530,8,333.68,2021-08-26,Cash,Physical Store
TRX009084,77,723,3,567.37,,Bank Transfer,Online
TRX009085,857,585,7,509.37,2020-05-01,Cash,Online
TRX009086,332,422,3,-128.89,2022-05-03,Credit Card,Physical Store
TRX009087,429,635,2,71.31,2023-03-02,Credit Card,Physical Store
